Cleaned Name,original_key,data,Unnamed: 0,Rank,Name,Age,Team,Positions,Value
Isaiah Briscoe,Isaiah Briscoe,"{'original_key': '1995', 'player_id': '1995', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'isaiah', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 28, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1996-04-13', 'last_name': 'Briscoe', 'height': '75', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Isaiah', 'birth_city': None, 'years_exp': 1, 'sportradar_id': 'fbd00dc4-4f26-428e-b5e1-2f125f5c1499', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'isaiahbriscoe', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Roselle Catholic', 'search_last_name': 'briscoe', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#isaiahbriscoe-NBA-FA', 'college': 'Kentucky', 'metadata': {'channel_id': '1153292670391570432'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Isaiah Briscoe', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '215', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Mitch Creek,Mitch Creek,"{'original_key': '1914', 'player_id': '1914', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'mitch', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 32, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1992-04-27', 'last_name': 'Creek', 'height': '78', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Mitch', 'birth_city': None, 'years_exp': 1, 'sportradar_id': '1d65b7a8-19f1-4d28-8293-a8ad7fc0dbc2', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'mitchcreek', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'creek', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#mitchcreek-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153292627018272768'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Mitch Creek', 'injury_status': None, 'team': None, 'position': 'SF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '225', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Jaylen Brown,Jaylen Brown,"{'original_key': '1711', 'player_id': '1711', 'sport': 'nba', 'number': 7, 'practice_description': None, 'search_first_name': 'jaylen', 'rotowire_id': 3894, 'active': True, 'depth_chart_position': 'SF', 'age': 28, 'competitions': [], 'swish_id': 883436, 'oddsjam_id': 'C7D85481029D', 'birth_date': '1996-10-24', 'last_name': 'Brown', 'height': '78', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['SF', 'SG'], 'first_name': 'Jaylen', 'birth_city': None, 'years_exp': 8, 'sportradar_id': 'ffc5579c-783f-4d62-80ab-3c3dcb05a27d', 'fantasy_data_id': None, 'depth_chart_order': 1, 'search_full_name': 'jaylenbrown', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Wheeler (GA)', 'search_last_name': 'brown', 'news_updated': 1732500035795, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#jaylenbrown-NBA-BOS-7', 'college': 'California', 'metadata': {'channel_id': '1113936515404136448'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Jaylen Brown', 'injury_status': None, 'team': 'BOS', 'position': 'SF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '237', 'search_rank': 36, 'injury_body_part': None}",38.0,39.0,Jaylen Brown,28.1,BOS,"SG,SF",5662.389861164522
Gerald Henderson,Gerald Henderson,"{'original_key': '1148', 'player_id': '1148', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'gerald', 'rotowire_id': None, 'active': False, 'depth_chart_position': None, 'age': 36, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1987-12-09', 'last_name': 'Henderson', 'height': '77', 'status': 'RET', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Gerald', 'birth_city': None, 'years_exp': 8, 'sportradar_id': '390c3ce6-7e5b-4aba-bd54-4dfb6add4767', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'geraldhenderson', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'The Episcopal Academy (PA)', 'search_last_name': 'henderson', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#geraldhenderson-NBA-FA', 'college': 'Duke', 'metadata': {'channel_id': '1153293039012171776'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Gerald Henderson', 'injury_status': None, 'team': None, 'position': 'SG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '215', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Alan Williams,Alan Williams,"{'original_key': '1649', 'player_id': '1649', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'alan', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 31, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1993-01-28', 'last_name': 'Williams', 'height': '80', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Alan', 'birth_city': None, 'years_exp': 4, 'sportradar_id': '172550b2-d010-4bcb-b325-6e3c5cfc6551', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'alanwilliams', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'North (AZ)', 'search_last_name': 'williams', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#alanwilliams-NBA-FA', 'college': 'UC Santa Barbara', 'metadata': {'channel_id': '1153292484084781056'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Alan Williams', 'injury_status': None, 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '265', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Josh McRoberts,Josh McRoberts,"{'original_key': '1150', 'player_id': '1150', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'josh', 'rotowire_id': None, 'active': False, 'depth_chart_position': None, 'age': 37, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1987-02-28', 'last_name': 'McRoberts', 'height': '82', 'status': 'RET', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C', 'PF'], 'first_name': 'Josh', 'birth_city': None, 'years_exp': 11, 'sportradar_id': '54723896-1f7b-4150-95d6-0392596a328f', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'joshmcroberts', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Carmel (IN)', 'search_last_name': 'mcroberts', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#joshmcroberts-NBA-FA', 'college': 'Duke', 'metadata': {'channel_id': '1153293205156941824'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Josh McRoberts', 'injury_status': None, 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '240', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Tyler Cavanaugh,Tyler Cavanaugh,"{'original_key': '1813', 'player_id': '1813', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'tyler', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 30, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1994-02-09', 'last_name': 'Cavanaugh', 'height': '81', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Tyler', 'birth_city': None, 'years_exp': 1, 'sportradar_id': 'dec4a0a2-251a-4142-8b88-0f7be1d7433c', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'tylercavanaugh', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Jamesville-DeWitt Central (NY)', 'search_last_name': 'cavanaugh', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#tylercavanaugh-NBA-FA', 'college': 'George Washington', 'metadata': {'channel_id': '1153293011648532480'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Tyler Cavanaugh', 'injury_status': None, 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '238', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Aaron Henry,Aaron Henry,"{'original_key': '2330', 'player_id': '2330', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'aaron', 'rotowire_id': 5362, 'active': True, 'depth_chart_position': None, 'age': 25, 'competitions': [], 'swish_id': 1133812, 'oddsjam_id': None, 'birth_date': '1999-08-30', 'last_name': 'Henry', 'height': '77', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['SF'], 'first_name': 'Aaron', 'birth_city': None, 'years_exp': 1, 'sportradar_id': '0b295571-ce3f-4436-aea7-b84e9cf7203a', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'aaronhenry', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Ben Davis (IN)', 'search_last_name': 'henry', 'news_updated': 1654806017563, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#aaronhenry-NBA-FA', 'college': 'Michigan State', 'metadata': {'channel_id': '1153292475738116096'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Aaron Henry', 'injury_status': None, 'team': None, 'position': 'SF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '210', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Frank Kaminsky,Frank Kaminsky,"{'original_key': '1609', 'player_id': '1609', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'frank', 'rotowire_id': 3713, 'active': True, 'depth_chart_position': None, 'age': 31, 'competitions': [], 'swish_id': 606731, 'oddsjam_id': 'A55609B97B81389A', 'birth_date': '1993-04-04', 'last_name': 'Kaminsky', 'height': '84', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C'], 'first_name': 'Frank', 'birth_city': None, 'years_exp': 7, 'sportradar_id': 'c9b1c381-e0ac-4618-9887-ce3e8993b265', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'frankkaminsky', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Benet Academy (IL)', 'search_last_name': 'kaminsky', 'news_updated': 1729372551827, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#frankkaminsky-NBA-FA', 'college': 'Wisconsin', 'metadata': {'channel_id': '1145423875673186304'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Frank Kaminsky', 'injury_status': None, 'team': None, 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '240', 'search_rank': 999, 'injury_body_part': None}",,,,,,,
Emanuel Miller,Emanuel Miller,"{'original_key': '2854', 'player_id': '2854', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'emanuel', 'rotowire_id': 6017, 'active': True, 'depth_chart_position': None, 'age': 24, 'competitions': [], 'swish_id': 1195700, 'oddsjam_id': '15E81CAD9ABA', 'birth_date': '2000-06-19', 'last_name': 'Miller', 'height': '79', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Emanuel', 'birth_city': None, 'years_exp': 0, 'sportradar_id': '6f4f5e4b-37d7-4d28-a226-4f52d09aab02', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'emanuelmiller', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'miller', 'news_updated': 1729267842445, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#emanuelmiller-NBA-FA', 'college': None, 'metadata': {'channel_id': '1145537157851537408'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Emanuel Miller', 'injury_status': None, 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '215', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Eric Mika,Eric Mika,"{'original_key': '2109', 'player_id': '2109', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'eric', 'rotowire_id': 4180, 'active': True, 'depth_chart_position': None, 'age': 29, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1995-01-05', 'last_name': 'Mika', 'height': '82', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Eric', 'birth_city': None, 'years_exp': 1, 'sportradar_id': '8f98099a-d6c5-4f12-b5dd-90c9f95e6556', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'ericmika', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Lone Peak (UT)', 'search_last_name': 'mika', 'news_updated': 1625151350907, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#ericmika-NBA-FA', 'college': 'BYU', 'metadata': {'channel_id': '1153292297908015104'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Eric Mika', 'injury_status': 'DTD', 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '240', 'search_rank': None, 'injury_body_part': 'Ankle'}",,,,,,,
Malik Beasley,Malik Beasley,"{'original_key': '1749', 'player_id': '1749', 'sport': 'nba', 'number': 5, 'practice_description': None, 'search_first_name': 'malik', 'rotowire_id': 3853, 'active': True, 'depth_chart_position': 'SG', 'age': 28, 'competitions': [], 'swish_id': 879503, 'oddsjam_id': '86BA5B4A676C', 'birth_date': '1996-11-26', 'last_name': 'Beasley', 'height': '76', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['SF', 'SG'], 'first_name': 'Malik', 'birth_city': None, 'years_exp': 8, 'sportradar_id': 'd3392ee6-cbe4-419e-bbd5-1b658d83e10e', 'fantasy_data_id': None, 'depth_chart_order': 2, 'search_full_name': 'malikbeasley', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'St. Francis (GA)', 'search_last_name': 'beasley', 'news_updated': 1732420231241, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#malikbeasley-NBA-DET-5', 'college': 'Florida State', 'metadata': {'channel_id': '1115338000893493248'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Malik Beasley', 'injury_status': None, 'team': 'DET', 'position': 'SG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '187', 'search_rank': 210, 'injury_body_part': None}",289.0,291.0,Malik Beasley,28.0,DET,SG,1325.2982766408404
Duane Washington,Duane Washington,"{'original_key': '2320', 'player_id': '2320', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'duane', 'rotowire_id': 5417, 'active': True, 'depth_chart_position': None, 'age': 24, 'competitions': [], 'swish_id': 1133864, 'oddsjam_id': '85816C27B910', 'birth_date': '2000-03-24', 'last_name': 'Washington', 'height': '74', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SF', 'SG'], 'first_name': 'Duane', 'birth_city': None, 'years_exp': 2, 'sportradar_id': '08fd692d-bce8-4f56-9add-77efc68637e8', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'duanewashington', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Sierra Canyon (CA)', 'search_last_name': 'washington', 'news_updated': 1728481827952, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#duanewashington-NBA-FA', 'college': 'Ohio State', 'metadata': {'channel_id': '1147213188526268416'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Duane Washington', 'injury_status': None, 'team': None, 'position': 'SG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '197', 'search_rank': 631, 'injury_body_part': None}",493.0,499.0,Duane Washington Jr.,24.7,FA,SG,161.51895424534268
James Anderson,James Anderson,"{'original_key': '1100', 'player_id': '1100', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'james', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 35, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1989-03-25', 'last_name': 'Anderson', 'height': '78', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['SF', 'SG'], 'first_name': 'James', 'birth_city': None, 'years_exp': 5, 'sportradar_id': '27ce12ca-20d5-4911-b0aa-c43f960b7ef0', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'jamesanderson', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Junction City (AR)', 'search_last_name': 'anderson', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#jamesanderson-NBA-FA', 'college': 'Oklahoma State', 'metadata': {'channel_id': '1153293200715173888'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'James Anderson', 'injury_status': None, 'team': None, 'position': 'SG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '210', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Aaron Holiday,Aaron Holiday,"{'original_key': '1895', 'player_id': '1895', 'sport': 'nba', 'number': 0, 'practice_description': None, 'search_first_name': 'aaron', 'rotowire_id': 4380, 'active': True, 'depth_chart_position': 'PG', 'age': 28, 'competitions': [], 'swish_id': 884087, 'oddsjam_id': '2F2224A3FCF2', 'birth_date': '1996-09-30', 'last_name': 'Holiday', 'height': '72', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG'], 'first_name': 'Aaron', 'birth_city': None, 'years_exp': 6, 'sportradar_id': '877eb456-2827-475f-b858-2bc00480e24f', 'fantasy_data_id': None, 'depth_chart_order': 3, 'search_full_name': 'aaronholiday', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Campbell Hall (CA)', 'search_last_name': 'holiday', 'news_updated': 1732164614221, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#aaronholiday-NBA-HOU-0', 'college': 'UCLA', 'metadata': {'channel_id': '1113936509070737408'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Aaron Holiday', 'injury_status': None, 'team': 'HOU', 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '185', 'search_rank': 391, 'injury_body_part': None}",530.0,602.0,Aaron Holiday,28.2,HOU,"PG,SG",0.0
